"id","player","atpname","birthdate","weight","height","turnedpro","birthplace","coaches","hand","backhand","ioc"
"R252","Gustavo Re","Gustavo Re","","","","","","","R","Unknown","ARG"
"R254","Alexander Reichel","Alexander Reichel","19710303","82","193","1992","Los Angeles, CA, U.S.A.","","R","","USA"
"R255","Patrick Rafter","Patrick Rafter","19721228","86","185","1991","Mount Isa, QSLD, Australia","","R","1H","AUS"
"R257","Jacques Radoux","Jacques Radoux","","","","","","","R","","LUX"
"R259","Marcelo Rebolledo","Marcelo Rebolledo","19711022","","","","","","R","Unknown","CHI"
"R260","Marten Renstrom","Marten Renstrom","19720203","79","188","1990","Molndal, Sweden","Jon Labom","R","Unknown","SWE"
"R261","Paul Robinson","Paul Robinson","19731122","","","","Northhamptonshire, England","","R","Unknown","GBR"
"R266","Andrew Richardson","Andrew Richardson","19740314","95","201","1992","Peterborough, England","Peter Fleming","L","","GBR"
"R268","Ruslan Raynov","Ruslan Raynov","","","","","","","R","Unknown","BUL"
"R269","Marcelo Rebelo","Marcelo Rebelo","19730505","","","","","","R","Unknown","BRA"
"R270","R. Reid","R. Reid","","","","","","","R","",""
"R271","Ramayah Ramachandran","Ramayah Ramachandran","19700910","56","160","","Negeri Sembilan, Malaysia","","R","","MAS"
"R272","Andrei Rybalko","Andrei Rybalko","19720605","78","180","","Kiev, Ukraine","","R","","UKR"
"R273","Joern Renzenbrink","Joern Renzenbrink","19720717","82","196","1991","Hamburg, Germany","","R","","GER"
"R275","Turner Ragsdale","Turner Ragsdale","","","","","","","R","Unknown","USA"
"R277","Balazse Rajo","Balazse Rajo","","","","","","","R","Unknown","HUN"
"R278","Arne Raabe","Arne Raabe","","","","","","","R","","NOR"
"R280","Lionel Roux","Lionel Roux","19730412","79","185","1991","Lyon, France","Pier Gauthier","R","","FRA"
"R284","Alex Radulescu","Alex Radulescu","19741207","78","185","1992","Bucharest, Romania","Klaus Hofsaess","R","","GER"
"R285","Lars Rehmann","Lars Rehmann","19750521","88","196","1993","Leverkusen, Germany","","R","","GER"
"R286","Marcelo Rios","Marcelo Rios","19751226","73","175","1994","Santiago, Chile","","L","2H","CHI"
"R290","Filip Roj","Filip Roj","19750327","","","","","","R","Unknown","GER"
"R292","Francisco Ruiz","Francisco Ruiz","19730217","","","","","","R","Unknown","CHI"
"R293","Rafael Rangel","Rafael Rangel","","","","","","","R","Unknown","MEX"
"R294","Eduardo Rincon","Eduardo Rincon","19760322","","","","","","R","","COL"
"R295","Paul Rosner","Paul Rosner","19721211","91","193","1996","Johannesburg, South Africa","","R","Unknown","RSA"
"R300","Ricardo Rosas","Ricardo Rosas","19760810","","","","","","R","Unknown","MEX"
"R303","Marcin Rozpedski","Marcin Rozpedski","19750830","","","","","","R","Unknown","POL"
"R306","Aroon Ramnath","Aroon Ramnath","","","","","","","R","Unknown","IND"
"R311","Kresimir Ritz","Kresimir Ritz","19730628","","","","","","R","Unknown","CRO"
"R313","Federico Rovai","Federico Rovai","19731223","","","","","","R","Unknown","SWE"
"R314","Marcos Roy-Girardi","Marcos Roy-Girardi","19740311","","","","","","R","Unknown","ESP"
"R315","Ricardo Rubio","Ricardo Rubio","19710703","","","","","","R","Unknown","ESP"
"R316","Andrew Rueb","Andrew Rueb","19721118","","","1993","","","R","Unknown","USA"
"R317","John Roddick","John Roddick","19760704","","","","","","R","","USA"
"R319","Basel Rahmy","Basel Rahmy","19770507","","","","","","R","","EGY"
"R320","Barry Ruback","Barry Ruback","","","","","","","R","Unknown","USA"
"R323","Omer Rashid","Omer Rashid","19720604","","","","","","R","","PAK"
"R324","Vasudeva Reddy","Vasudeva Reddy","19740120","","","","","","R","Unknown","IND"
"R325","Amir Reza","Amir Reza","","","","","","","R","Unknown","IRI"
"R330","Mohamed Ridaoui","Mohamed Ridaoui","19690413","","","","","","R","","USA"
"R332","Radoslav Radev","Radoslav Radev","19730107","","","","","","R","Unknown","BUL"
"R335","Alex Roberman","Alex Roberman","","","","","","","R","Unknown","USA"
"R336","Christophe Rochus","Christophe Rochus","19781215","68","170","1996","Namur, Belgium","Ananda Vandendooren","R","2H","BEL"
"R338","Jocelyn Robichaud","Jocelyn Robichaud","19780408","","","","Montreal, Quebec, Canada","","R","","CAN"
"R339","David Roditi","David Roditi","19731130","77","170","1996","Mexico City, Mexico","","R","Unknown","MEX"
"R347","Leandro Rosa","Leandro Rosa","19780510","","","","","","R","Unknown","BRA"
"R348","Andrian Raturandang","Andrian Raturandang","19760729","","","","","","R","","INA"
"R350","Steven Randjelovic","Steven Randjelovic","19750421","80","","1995","","","R","","AUS"
"R354","Anthony Ross","Anthony Ross","19761219","","","","","","R","Unknown","AUS"
"R355","Helge Rosjo","Helge Rosjo","","","","","","","R","","NOR"
"R357","Larbi Rharnit","Larbi Rharnit","19760418","","","","","","R","","MAR"
"R359","Pavel Riha","Pavel Riha","19791201","","","","","","R","Unknown","CZE"
"R361","Yohny Romero","Yohny Romero","19781130","","","","","","R","","VEN"
"R364","Bjorn Rehnquist","Bjorn Rehnquist","19780105","69","175","1997","Boras, Sweden","","R","","SWE"
"R365","Nikos Rovas","Nikos Rovas","19770920","","","","","","R","","GRE"
"R367","Rodolfo Rake","Rodolfo Rake","19790713","","","","","","R","","PER"
"R368","Michael Russell","Michael Russell","19780501","70","173","1998","Detroit, MI, USA","","R","2H","USA"
"R370","Damien Roberts","Damien Roberts","19780126","","","","","","R","Unknown","RSA"
"R373","Victor Romero","Victor Romero","19790126","","","","","","R","","MEX"
"R383","Ruben Ramirez Hidalgo","Ruben Ramirez Hidalgo","19780106","74","183","1998","Alicante, Spain","","R","2H","ESP"
"R386","Ganisher Rachmatullaeve","Ganisher Rachmatullaeve","","","","","","","R","Unknown","UZB"
"R387","Rodrigo Ribeiro","Rodrigo Ribeiro","19770209","","","","","","R","Unknown","BRA"
"R388","Sergio Roitman","Sergio Roitman","19790516","79","185","1996","Buenos Aires, Argentina","Alejandro Lombardo","R","","ARG"
"R390","Djordje Radulovic","Djordje Radulovic","","","","","","","R","Unknown","SRB"
"R392","Ramin Raziani","Ramin Raziani","19740412","","","","","","R","","IRI"
"R393","Patricio Rudi","Patricio Rudi","19771216","","","","","","R","Unknown","ARG"
"R397","Olivier Rochus","Olivier Rochus","19810118","65","168","1999","Namur, Belgium","Reginald Willems","R","1H","BEL"
"R399","Andy Ram","Andy Ram","19800410","83","180","1998","Montevideo, Uruguay","Ronen Moralli","R","","ISR"
"R400","Tertius Reynders","Tertius Reynders","","","","","","","R","","RSA"
"R401","Chris Rae","Chris Rae","19790308","","","","","","R","Unknown","AUS"
"R402","Will Ritter","Will Ritter","19681017","","","","","","R","Unknown","USA"
"R407","Ivan Rodrigo","Ivan Rodrigo","19781001","","","","","","R","Unknown","ESP"
"R408","Thierry Roggi","Thierry Roggi","19800105","","","","","","R","Unknown","FRA"
"R417","Alex Roman","Alex Roman","19741118","","","","","","R","Unknown","BOL"
"R419","Tommy Robredo","Tommy Robredo","19820501","75","180","1998","Hostalric, Spain","Jose Luis Aparisi","R","1H","ESP"
"R421","Mario Radic","Mario Radic","19820114","72","188","2000","Split, Croatia","Pato Alvarez","R","","CRO"
"R425","Tate Roberts","Tate Roberts","19800706","","","","","","R","Unknown","AUS"
"R427","Emiliano Redondi","Emiliano Redondi","19800916","","","","","","R","Unknown","ARG"
"R428","Kyle Rudman","Kyle Rudman","19790516","","","","","","R","Unknown","RSA"
"R429","Shaun Rudman","Shaun Rudman","19780217","","","","","","R","Unknown","RSA"
"R431","Akshay Vishal Rao","Akshay Vishal Rao","19820515","","","","","","R","Unknown","IND"
"R438","Augusto Ricciardi","Augusto Ricciardi","19790715","","","","","","R","","URU"
"R446","Martin Rammal","Martin Rammal","19800717","","","","","","R","Unknown","FIN"
"R457","Pedro Rico","Pedro Rico","19801209","","","","","","","Unknown","ESP"
"R462","Narciso Reyes-Rygh","Narciso Reyes-Rygh","19800103","","","","","","","Unknown","NOR"
"R468","Omar Rojas","Omar Rojas","","","","","","","","Unknown","BOL"
"R472","Attapol Rithiwattanapong","Attapol Rithiwattanapong","19800504","","","","","","","Unknown","THA"
"R478","Gary Rose","Gary Rose","19450803","","","","Orinda, CA, U.S.A.","","R","","USA"
"R479","Rolando Ruel","Rolando Ruel","19780227","","","","","","R","","PHI"
"R481","Lee Radovanovich","Lee Radovanovich","19820419","","","","","","R","Unknown","NZL"
"R483","Bobby Reynolds","Bobby Reynolds","19820717","77","183","2003","Cape Cod, MA, USA","David Drew","R","2H","USA"
"R485","Andy Roddick","Andy Roddick","19820830","88","188","2000","Omaha, Nebraska, USA","Larry Stefanki","R","2H","USA"
"R494","Peter Richman","Peter Richman","19820920","","","","","","","Unknown","CAN"
"R500","Carlos Rexach-Itoiz","Carlos Rexach-Itoiz","19790704","","","","","","","Unknown","ESP"
"R505","Victor Ribas","Victor Ribas","19780817","","","","","","","","MDA"
"R508","James Rombeau","James Rombeau","19481202","","","","Studio City, CA, USA","","","","USA"
"R509","Herbert Rapp","Herbert Rapp","19480922","","","","","","","","USA"
"R510","Torsten Riedel","Torsten Riedel","19650923","","","","","","","Unknown","GER"
"R511","Predrag Rusevski","Predrag Rusevski","19830827","","","","","","R","","MKD"
"R512","Fabian Roetschi","Fabian Roetschi","19800525","","","","","","","Unknown","SUI"
"R513","Jean-Julien Rojer","Jean-Julien Rojer","19810825","84","185","2003","Curacao","Luis Fernando Manrique","R","2H","NED"
"R518","Sanchai Ratiwatana","Sanchai Ratiwatana","19820123","70","175","2004","Bangkok","Chatchai Ratiwatana","R","","THA"
"R519","Sonchat Ratiwatana","Sonchat Ratiwatana","19820123","71","175","2004","Bangkok","Chatchai Ratiwatana","R","","THA"
"R523","Estaban Reyes","Estaban Reyes","","","","","","","","","MEX"
"R524","John Ross","John Ross","","","","","","","","","NZL"
"R532","Michael Rubin","Michael Rubin","19810902","","","","","","","Unknown","USA"
"R542","Rylan Rizza","Rylan Rizza","19840424","","","","","","","Unknown","USA"
"R546","Charles Roche","Charles Roche","19831008","","","","","","","Unknown","FRA"
"R548","Rajeev Ram","Rajeev Ram","19840318","84","193","2004","Denver, CO, USA","Bryan Smith","R","1H","USA"
"R549","Jose Ignacio Rodriguez","Jose Ignacio Rodriguez","19840317","","","","","","","Unknown","ESP"
"R560","Leonardo Ramirez","Leonardo Ramirez","19831006","","","","","","","","PER"
"R561","Ryan Russell","Ryan Russell","19830706","","","","","","","","JAM"
"R580","Clement Rousseau","Clement Rousseau","","","","","","","","Unknown","FRA"
"R581","Antonio Ruiz-Rosales","Antonio Ruiz-Rosales","19840918","100","193","","Monterrey, Mexico","","R","2H","MEX"
"R583","Todd Reid","Todd Reid","19840603","70","180","2002","Sydney, Australia","Bob Reid and Nick Bollettieri","R","","AUS"
"R588","Nicolas Renavand","Nicolas Renavand","19820625","","","","","","","","FRA"
"R589","Horst Ritter","Horst Ritter","","","","","","","","","GER"
"R590","Whitney Reed","Whitney Reed","19320821","","","","Oakland, CA, U.S.A.","","","","USA"
"R591","Richard Rae","Richard Rae","","","","","Hunt Valley, New Zealand","","","","NZL"
"R592","Marvin Rolle","Marvin Rolle","19831115","","","","Nassau, Bahamas","","R","1H","BAH"
"R596","Luis Rojas","Luis Rojas","","","","","","","","","CRC"
"R598","Robin Ray","Robin Ray","","","","","","","","","USA"
"R601","Max Raditschnigg","Max Raditschnigg","19830506","","","","","","","Unknown","AUT"
"R606","Igor Racic","Igor Racic","19830207","","","","","","","Unknown","BIH"
"R607","Bruno Rosa","Bruno Rosa","19860214","","","","","","","","BRA"
"R609","Claudio Rizzo","Claudio Rizzo","19840123","","","","","","","Unknown","ITA"
"R612","Stephane Robert","Stephane Robert","19800517","77","185","2001","Montargis, France","Ronan Lafaix","R","2H","FRA"
"R613","Edouard Roger-Vasselin","Edouard Roger-Vasselin","19831128","78","185","2002","Gennevilliers, France","Dave Marshall","R","2H","FRA"
"R615","Simon Rea","Simon Rea","19820718","","","","","","","","NZL"
"R616","Travis Rettenmaier","Travis Rettenmaier","19830806","84","188","2002","Tarzana","Alex O'brien","R","","USA"
"R617","Vic Rollins","Vic Rollins","","","","","","","","","CAN"
"R620","Lenoir Ramos","Lenoir Ramos","19850301","75","191","2004","","","R","Unknown","BRA"
"R628","Laurent Recouderc","Laurent Recouderc","19840710","","","","","Jerome Potier - Photos Kallias","R","","AND"
"R630","Diogo Rocha","Diogo Rocha","19840614","","","","","","","","POR"
"R632","Michael Ryderstedt","Michael Ryderstedt","19841112","78","188","2002","Stockholm, Sweden","Justin Miller","L","","SWE"
"R638","Oscar Rodriguez-Sanchez","Oscar Rodriguez-Sanchez","19841007","","","","","","","","COL"
"R640","Hector Ruiz-Cadenas","Hector Ruiz-Cadenas","19830427","","","","","","","Unknown","ESP"
"R641","Idan Rosenberg","Idan Rosenberg","19830331","","","","","","","Unknown","ISR"
"R644","Alexandre Renard","Alexandre Renard","19820529","","","","","","","Unknown","FRA"
"R646","Tom Rushby","Tom Rushby","19860604","","","","Derbyshire, England","","","Unknown","GBR"
"R649","Joseph Rush","Joseph Rush","","","","","","","","","USA"
"R650","Branislav Repa","Branislav Repa","19840305","","","","","","","Unknown","SVK"
"R651","Rajeev Rajapakse","Rajeev Rajapakse","19800511","","","","","","","","SRI"
"R656","Ahmad Rabeea Muhammad","Ahmad Rabeea Muhammad","19870330","","","","","","","","KUW"
"R657","Ryan Rowe","Ryan Rowe","19860403","","","","","","","Unknown","USA"
"R668","Paul Rose","Paul Rose","","","","","","","","Unknown","USA"
"R671","Peter Rodrigues","Peter Rodrigues","19851104","","","","","","","Unknown","PRT"
"R673","Romain Radwan","Romain Radwan","","","","","","","","","FRA"
"R680","Tobias Raab","Tobias Raab","19820908","","","","","","","Unknown","GER"
"R685","Lukas Rosol","Lukas Rosol","19850724","83","193","2004","Brno, Czechia","Hynek Fromel","R","2H","CZE"
"R695","Gustavo Ramirez","Gustavo Ramirez","19860105","","","","","","","","PAR"
"R697","Ali Relata","Ali Relata","","","","","","","","Unknown","CRO"
"R701","Juan Carlos Rebaza-Lozano","Juan Carlos Rebaza-Lozano","19860106","","","","","","R","","PER"
"R703","Andrew Roberts","Andrew Roberts","19850409","","","","","","R","Unknown","AUS"
"R704","Karan Rastogi","Karan Rastogi","19861008","66","178","2003","Mumbai, India","","R","2H","HKG"
"R709","Bruno Rodriguez","Bruno Rodriguez","19861028","","","","","","","","MEX"
"R717","Hector Romani","Hector Romani","19500620","","","","","","","","ARG"
"R721","Sergio Ramirez","Sergio Ramirez","19850401","","","","","","","","COL"
"R725","Leo Rolle","Leo Rolle","19480226","","","","","","","","BAH"
"R726","Larry Rolle","Larry Rolle","","","","","","","","","BAH"
"R727","Kenneth Reid","Kenneth Reid","","","","","","","","","IRL"
"R728","Christoph Radecke","Christoph Radecke","19830402","","","","","","R","Unknown","GER"
"R736","Miguel Reyes-Varela","Miguel Reyes-Varela","19870621","69","175","2010","Guadalajara, Mexico","Miguel Reyes Varela, Eduardo Vicencio","R","1H","MEX"
"R737","Davin Russell","Davin Russell","","","","","","","","","BAH"
"R748","Felipe Rojas","Felipe Rojas","19941126","67","","","Bogot\x1a, Colombia","","R","2H","COL"
"R750","Pere Riba","Pere Riba","19880407","78","183","2004","Barcelona, Spain","Edu Grosso","R","2H","ESP"
"R752","Javier Ruiz-Gonzalez","Javier Ruiz-Gonzalez","19870617","","","","","","","Unknown","ESP"
"R753","Lamar Roemer","Lamar Roemer","","","","","","","","","USA"
"R754","Tony Ro","Tony Ro","","","","","","","","Unknown","USA"
"R757","Amador Romero-Torres","Amador Romero-Torres","19860122","","","","","","","Unknown","ESP"
"R758","Sebastian Rieschick","Sebastian Rieschick","19860215","","","","","","R","","GER"
"R759","Ignaci Roca","Ignaci Roca","19860926","","","","","","R","2H","CRC"
"R762","Rupesh Roy","Rupesh Roy","19890216","","","","","","","Unknown","IND"
"R765","Federico Rodriguez","Federico Rodriguez","","","","","","","","","DOM"
"R766","Marc Riutort","Marc Riutort","","","","","","","","Unknown","ESP"
"R771","Mohcine Roudami","Mohcine Roudami","19860504","","","","","","","Unknown","MAR"
"R772","Albert Ramos-Vinolas","Albert Ramos-Vinolas","19880117","76","188","2007","Barcelona, Spain","Jose Maria Diaz, Gianluca Carbone","L","2H","ESP"
"R773","Jonathan Russo","Jonathan Russo","","","","","","","","Unknown","USA"
"R775","Artur Romanowski","Artur Romanowski","19870129","","","","","","","Unknown","POL"
"R776","Martin Rmus","Martin Rmus","19870314","","","","","","","","SLO"
"R782","Julian Reister","Julian Reister","19860402","87","188","2005","Hamburg, Germany","Herby Horst, Jan Velthuis","R","1H","GER"
"R785","Andrea Roscioli","Andrea Roscioli","19820408","","","","","","","Unknown","ITA"
"R790","Valery Rudnev","Valery Rudnev","19880216","","","","","","R","2H","RUS"
"R795","Kaushik Raju","Kaushik Raju","19880110","","","","","","","Unknown","IND"
"R805","Sebastian Rivera","Sebastian Rivera","19860918","77","178","","Santiago, Chile","","L","1H","CHI"
"R806","Marco-Antonio Rojas","Marco-Antonio Rojas","19900612","","","","","","","","BOL"
"R808","Roman Recarte","Roman Recarte","19870607","","","","","","","","VEN"
"R814","Guillermo Rivera-Aranguiz","Guillermo Rivera-Aranguiz","19890202","","","","","","R","2H","CHI"
"R818","Hakim Rezgui","Hakim Rezgui","19870101","","","","","","","Unknown","TUN"
"R822","Laurent Rochette","Laurent Rochette","19880205","77","180","2006","Bordeaux, France","Frederic Spindler","R","2H","FRA"
"R823","Purav Raja","Purav Raja","19851207","90","183","2005","Mumbai, India","","R","2H","IND"
"R826","Tony Rajaobelina","Tony Rajaobelina","19870210","","","","","","","Unknown","FRA"
"R828","Sergio Rojas","Sergio Rojas","19880714","","","","","","","","PER"
"R835","Cesar Ramirez","Cesar Ramirez","19900125","85","","","Veracruz","","R","2H","MEX"
"R836","Juan-Carlos Ramirez","Juan-Carlos Ramirez","19881125","","","","","","","","PAR"
"R840","Raul-Isaias Rosas-Zarur","Raul-Isaias Rosas-Zarur","19890504","80","183","","Apizaco","Eymard Tobon","R","2H","MEX"
"R843","Vitor Requiao","Vitor Requiao","19880625","","","","","","","Unknown","BRA"
"R844","Eladio Ribeiro Neto","Eladio Ribeiro Neto","19860109","86","191","","Brasilia, Brazil","Marcel Aguiar","R","Unknown","BRA"
"R846","Daniel Ramentol-Garcia Atienza","Daniel Ramentol-Garcia Atienza","19880406","","","","","","","Unknown","ESP"
"R847","Younes Rachidi","Younes Rachidi","19860913","","","","","","","","MAR"
"R851","Mathieu Rodrigues","Mathieu Rodrigues","19851107","76","180","2007","Romorantin Lanthenay, France","Teddy Djabali","R","2H","FRA"
"R852","Clement Reix","Clement Reix","19831009","","","","","","","","FRA"
"R853","Nima Roshan","Nima Roshan","19850524","","","","","","","Unknown","AUS"
"R859","Brett Ross","Brett Ross","19840313","","","","","","","Unknown","USA"
"R862","Christopher Rungkat","Christopher Rungkat","19900114","68","175","2007","Jakarta, Indonesia","Robert Davis","R","2H","INA"
"R871","Martin Rios-Benitez","Martin Rios-Benitez","19870518","","","","","","","Unknown","ARG"
"R882","Georgi Rumenov Payakov","Georgi Rumenov Payakov","19891215","","","","","","","Unknown","ESP"
"R883","Robin Roshardt","Robin Roshardt","19880222","","","","","","R","","SUI"
"R895","Florian Reynet","Florian Reynet","19860414","","","","","","","Unknown","FRA"
"R904","Razlan Rawi","Razlan Rawi","19880629","","","","","","","","MAS"
"R913","Cristian Rodriguez","Cristian Rodriguez","19900624","78","180","","Bogota, Colombia","Adriano Albanesi","R","2H","COL"
"R923","David Rice","David Rice","19890101","90","193","","High Wycombe","","R","2H","GBR"
"R927","Vitali Reshetnikov","Vitali Reshetnikov","19881104","","","","","","","Unknown","RUS"
"R931","Patrik Rosenholm","Patrik Rosenholm","19880305","85","178","","Stockholm, Sweden","Andrej Tonejc and Rickard Billing","R","1H","SWE"
"R934","Nicolas Reissig","Nicolas Reissig","19890407","84","185","2009","Oberndorf (Salzburg), Austria","Juergen Hager","R","1H","AUT"
"R938","Leo Rosenberg","Leo Rosenberg","19890628","","","","","","L","Unknown","USA"
"R959","Ismael Rodriguez-Ramos","Ismael Rodriguez-Ramos","19901021","","","","","","","Unknown","ESP"
"R960","Fernando Romboli","Fernando Romboli","19890104","81","180","2006","Rio de Janeiro, Brazil","Tiago Leivas","R","1H","BRA"
"R961","Yuri Radomsky","Yuri Radomsky","19850123","","","","","","","Unknown","BRA"
"R964","Lofo Ramiaramanana","Lofo Ramiaramanana","19890614","72","175","","Toamasina","","L","2H","MAD"
"R965","Jonathan Rioux","Jonathan Rioux","19790804","","","","","","","Unknown","CAN"
"R966","Michel-Alexandre Rioux","Michel-Alexandre Rioux","19890409","","","","","","","Unknown","CAN"
"R968","Peter Rispoli","Peter Rispoli","19880923","","","","","","","Unknown","USA"
"R973","Robert Raguz","Robert Raguz","19900914","","","","Sarajevo, Bosnia & Herzegovina","","","Unknown","CRO"
"R975","Milos Raonic","Milos Raonic","19901227","98","196","2008","Podgorica, Montenegro","Mario Tudor","R","2H","CAN"
"R977","Matt Reid","Matt Reid","19900717","87","183","2009","Sydney, Australia","","R","2H","AUS"
"R979","Philip Riise-Hansen","Philip Riise-Hansen","19820510","","","","","","","","NOR"
"R982","Filip Rams","Filip Rams","19890613","","","","","","R","Unknown","POL"
"R984","Igor Rud","Igor Rud","19880516","","","","","","R","Unknown",""
"R996","Marc Rath","Marc Rath","19901205","","","","","","","Unknown","AUT"
"R997","Christopher Racz","Christopher Racz","19880212","","","","","","R","Unknown","USA"
"RA03","Alvaro Raposo De Oliveira","Alvaro Raposo De Oliveira","19900905","","","","","","","","PER"
"RA14","Alberto Rodriguez-Cervantes","Alberto Rodriguez-Cervantes","19900710","","","","","","","Unknown","ESP"
"RA15","Elie Rousset","Elie Rousset","19890905","88","198","","Saint Etienne","","","Unknown","FRA"
"RA17","Guillaume Rufin","Guillaume Rufin","19900526","82","188","2008","Viriat, France","Olivier Ramos","R","2H","FRA"
"RA18","Rodrigo Rappaccioli","Rodrigo Rappaccioli","19900926","","","","","","","","ESA"
"RA24","Ruan Roelofse","Ruan Roelofse","19891118","93","188","2010","Cape Town, South Africa","","R","2H","RSA"
"RA28","Yvonick Rivat","Yvonick Rivat","19740920","","","","","","","Unknown","FRA"
"RA36","Ahmad Rabeea","Ahmad Rabeea","","","","","","","","Unknown","KUW"
"RA38","Marcel Ruzic","Marcel Ruzic","19920120","","","","","","","Unknown","CRO"
"RA41","Leandro Ribeiro","Leandro Ribeiro","19901231","","","","","","","Unknown","BRA"
"RA43","Maciej Rajski","Maciej Rajski","19910503","80","193","","PiotrkÃ³w Trybunalski, Poland","Andrzej Sikorski, Krystian Pfeiffer","R","2H","POL"
"RA46","Mohammed Reda","Mohammed Reda","19940422","","","","","","","Unknown","KUW"
"RA48","Robert Rumler","Robert Rumler","19931201","","","","","","","Unknown","CZE"
"RA51","Blaz Rola","Blaz Rola","19901005","85","193","2013","Ptuj, Slovenia","David Kass","L","2H","SLO"
"RA52","Franjo Raspudic","Franjo Raspudic","19901115","83","188","","Mostar, Bosnia & Herzegovina","Zeljko Dodig","R","2H","CRO"
"RA54","Rafael Rondino","Rafael Rondino","19911218","","","","","","","Unknown","BRA"
"RA62","Sami Reinwein","Sami Reinwein","19920529","75","180","","Freiburg, Germany","","L","2H","GER"
"RA68","Dmitry Resnyanskiy","Dmitry Resnyanskiy","19900605","87","185","","Shimkent, Kazakhstan","","R","2H","KAZ"
"RA78","Vikram Reddy B","Vikram Reddy B","19900126","","","","","","","Unknown","IND"
"RA82","Yannik Reuter","Yannik Reuter","19910306","","","","","","R","2H","BEL"
"RA95","Matthieu Roy","Matthieu Roy","19890922","","","","","","","Unknown","FRA"
"RB00","Ricardo Rodriguez - Pace","Ricardo Rodriguez - Pace","19930428","","","","","","","","VEN"
"RB01","Robert Rotaru","Robert Rotaru","19870821","","","","","","","Unknown","CAN"
"RB03","Aidynbek Rakhishev","Aidynbek Rakhishev","19910719","","","","","","","Unknown","KAZ"
"RB04","Quentin Robert","Quentin Robert","19940824","78","188","","Saint Denis Reunion","","R","2H","FRA"
"RB11","Pedro Pablo Ruiz","Pedro Pablo Ruiz","19940208","","","","","","","Unknown","COL"
"RB15","Luciano Ramazzini","Luciano Ramazzini","19940104","","","","","","","","GUA"
"RB17","Alexander Rumyantsev","Alexander Rumyantsev","19920816","","","","","","","Unknown","RUS"
"RB23","Mark Richards","Mark Richards","19931203","","","","","","","Unknown","AUS"
"RB29","Marko Rajic","Marko Rajic","19920509","","","","","","R","2H","SRB"
"RB31","Martin Rondina","Martin Rondina","19910528","","","","","","","Unknown","ARG"
"RB32","Quentin Robert","Quentin Robert","19910930","","","","","","R","2H","FRA"
"RB36","Valentin Rahmine","Valentin Rahmine","19920113","","","","","","","","ALG"
"RB39","Yoann Re","Yoann Re","19880210","","","","","","","Unknown","CAN"
"RB47","Vorachit Runglertmaneepong","Vorachit Runglertmaneepong","19900213","","","","","","","Unknown","THA"
"RB49","Lucas Renard","Lucas Renard","19920930","83","183","","Stockholm, Sweden","","R","2H","SWE"
"RB50","Claudio Rivera","Claudio Rivera","19920628","","","","","","R","2H","SWE"
"RB55","Jacob Rasolondrazana","Jacob Rasolondrazana","19840407","","","","","","","","MAD"
"RB56","Ramkumar Ramanathan","Ramkumar Ramanathan","19941108","81","188","2009","Chennai, India","Juan Balcells,Emilio Sanchez Viccario","R","2H","IND"
"RB58","Felipe Rios","Felipe Rios","19920304","","","","","","R","2H","CHI"
"RB60","Oriol Roca Batalla","Oriol Roca Batalla","19930430","75","175","","Barcelona","Joan Balcells & David Olles","R","1H","ESP"
"RB67","Alberto Riba","Alberto Riba","","","","","","","","","ESP"
"RB70","Francisco Ramos","Francisco Ramos","19930325","","","","","","","Unknown","PRT"
"RB73","Pietro Rondoni","Pietro Rondoni","19931103","78","185","","Vercelli","","R","2H","ITA"
"RB77","Nathan Rakitt","Nathan Rakitt","19930421","","","","","","R","Unknown","USA"
"RB86","Sidharth Rawat","Sidharth Rawat","19930421","70","175","","New Delhi, India","","R","2H","IND"
"RB89","Nik Razborsek","Nik Razborsek","19931004","70","173","","Ljubljana, Slovenia","","L","2H","SLO"
"RC04","Alexander Ritschard","Alexander Ritschard","19940324","82","193","2018","Zurich, Switzerland","Hans Ritschard","R","2H","SUI"
"RC21","Hunter Reese","Hunter Reese","19930111","75","178","2015","Kennesaw, GA, USA","Markus Kerner","R","2H","USA"
"RC24","Or Ram-Harel","Or Ram-Harel","19950201","75","180","","Haifa","","R","2H","ISR"
"RC29","Jose Antonio Rodriguez","Jose Antonio Rodriguez","19950424","89","178","","Tuxtla Gutierrez, Mexico","Alejandro Hidalgo","R","2H","MEX"
"RC31","Eduardo Russi Assumpcao","Eduardo Russi Assumpcao","19950209","83","180","","Sao Paulo, Brazil","Jose Eduardo Valin","R","2H","BRA"
"RC33","Mateo Andres Ruiz Naranjo","Mateo Andres Ruiz Naranjo","19960715","77","","","Bucaramanga, Colombia","Jaime Cortes","R","2H","COL"
"RC36","Antso Rakotondramanga","Antso Rakotondramanga","19880717","","","","","","","","MAD"
"RC46","Juan Rocha","Juan Rocha","19910705","","","","","","R","Unknown","ARG"
"RC53","Gabriel Roveri Sidney","Gabriel Roveri Sidney","19970427","81","185","2019","Londrina, Brazil","Guilherme Balboa","L","2H","BRA"
"RC60","Jorman Reyes","Jorman Reyes","19960502","","","","","","","Unknown","ECU"
"RC62","Michael Redlicki","Michael Redlicki","19931116","86","203","","Chicago, IL","Jacob Herndon","L","2H","USA"
"RC77","Demian Raab","Demian Raab","19930720","79","188","","Lueneburg, Germany","","R","2H","GER"
"RC83","Simeon Rossier","Simeon Rossier","19950115","62","173","","Neuchatel, Switzerland","Pablo Minutella","L","1H","SUI"
